from,to,type,price,Pickup-time,Drop-off-time
Kempegowda International Airport Bengaluru,"Marathahalli, Bengaluru, Karnataka",UberGoPerson4,₹881.76,2023-10-22 18:55:37.691811,20:10
Kempegowda International Airport Bengaluru,"Marathahalli, Bengaluru, Karnataka",PremierPerson4,₹976.92,2023-10-22 18:55:37.691811,20:10
Kempegowda International Airport Bengaluru,"Marathahalli, Bengaluru, Karnataka",UberXLPerson6,"₹1,979.82",2023-10-22 18:55:37.691811,20:13
Kempegowda International Airport Bengaluru,"Marathahalli, Bengaluru, Karnataka",Go SedanPerson4,₹930.55,2023-10-22 18:55:37.692820,20:10
Kempegowda International Airport Bengaluru,Koramangala,UberGoPerson4,₹835.01,2023-10-22 18:55:59.218211,20:20
Kempegowda International Airport Bengaluru,Koramangala,PremierPerson4,₹922.28,2023-10-22 18:55:59.219209,20:19
Kempegowda International Airport Bengaluru,Koramangala,UberXLPerson6,"₹1,841.99",2023-10-22 18:55:59.219209,20:22
Kempegowda International Airport Bengaluru,Koramangala,Go SedanPerson4,₹879.77,2023-10-22 18:55:59.219209,20:20
Kempegowda International Airport Bengaluru,Indiranagar,UberGoPerson4,₹843.44,2023-10-22 18:56:18.299497,20:10
Kempegowda International Airport Bengaluru,Indiranagar,PremierPerson4,₹932.12,2023-10-22 18:56:18.299497,20:09
Kempegowda International Airport Bengaluru,Indiranagar,UberXLPerson6,"₹1,866.84",2023-10-22 18:56:18.300494,20:13
Kempegowda International Airport Bengaluru,Indiranagar,Go SedanPerson4,₹888.91,2023-10-22 18:56:18.300494,20:09
Kempegowda International Airport Bengaluru,Yeshwantpur Bus Stand,UberGoPerson4,₹745.17,2023-10-22 18:56:38.343044,19:53
Kempegowda International Airport Bengaluru,Yeshwantpur Bus Stand,PremierPerson4,₹817.27,2023-10-22 18:56:38.343044,19:51
Kempegowda International Airport Bengaluru,Yeshwantpur Bus Stand,UberXLPerson6,"₹1,577.13",2023-10-22 18:56:38.343044,19:55
Kempegowda International Airport Bengaluru,Yeshwantpur Bus Stand,Go SedanPerson4,₹782.14,2023-10-22 18:56:38.344043,19:52
Kempegowda International Airport Bengaluru,Yelahanka,UberGoPerson4,₹548.41,2023-10-22 18:57:03.487109,19:26
Kempegowda International Airport Bengaluru,Yelahanka,PremierPerson4,₹587.29,2023-10-22 18:57:03.487109,19:25
Kempegowda International Airport Bengaluru,Yelahanka,UberXLPerson6,₹997.06,2023-10-22 18:57:03.488140,19:28
Kempegowda International Airport Bengaluru,Yelahanka,Go SedanPerson4,₹568.36,2023-10-22 18:57:03.488140,19:25
Kempegowda International Airport Bengaluru,Whitefield,UberGoPerson4,₹678.66,2023-10-22 18:57:24.883000,20:23
Kempegowda International Airport Bengaluru,Whitefield,PremierPerson4,₹759.03,2023-10-22 18:57:24.883000,20:23
Kempegowda International Airport Bengaluru,Whitefield,UberXLPerson6,"₹1,606.05",2023-10-22 18:57:24.884000,20:25
Kempegowda International Airport Bengaluru,Whitefield,Go SedanPerson4,₹719.87,2023-10-22 18:57:24.884000,20:23
Kempegowda International Airport Bengaluru,Vajarahalli,UberGoPerson4,"₹1,118.19",2023-10-22 18:57:45.513362,20:35
Kempegowda International Airport Bengaluru,Vajarahalli,PremierPerson4,"₹1,242.63",2023-10-22 18:57:45.513362,20:34
Kempegowda International Airport Bengaluru,Vajarahalli,UberXLPerson6,"₹2,554.12",2023-10-22 18:57:45.514362,20:37
Kempegowda International Airport Bengaluru,Vajarahalli,Go SedanPerson4,"₹1,182.00",2023-10-22 18:57:45.514362,20:35
Kempegowda International Airport Bengaluru,Electronic City,UberGoPerson4,"₹1,044.96",2023-10-22 18:58:06.649575,20:45
Kempegowda International Airport Bengaluru,Electronic City,PremierPerson4,"₹1,157.04",2023-10-22 18:58:06.649575,20:44
Kempegowda International Airport Bengaluru,Electronic City,UberXLPerson6,"₹2,338.24",2023-10-22 18:58:06.649575,20:47
Kempegowda International Airport Bengaluru,Electronic City,Go SedanPerson4,"₹1,102.44",2023-10-22 18:58:06.650575,20:44
Kempegowda International Airport Bengaluru,Nagarabhavi,UberGoPerson4,₹823.83,2023-10-22 18:58:28.584497,20:04
Kempegowda International Airport Bengaluru,Nagarabhavi,PremierPerson4,₹909.21,2023-10-22 18:58:28.584497,20:04
Kempegowda International Airport Bengaluru,Nagarabhavi,UberXLPerson6,"₹1,809.04",2023-10-22 18:58:28.585466,20:06
Kempegowda International Airport Bengaluru,Nagarabhavi,Go SedanPerson4,₹867.62,2023-10-22 18:58:28.585466,20:04
Kempegowda International Airport Bengaluru,Kalyan Nagar,UberGoPerson4,₹723.82,2023-10-22 18:58:49.357431,19:50
Kempegowda International Airport Bengaluru,Kalyan Nagar,PremierPerson4,₹792.31,2023-10-22 18:58:49.357431,19:49
Kempegowda International Airport Bengaluru,Kalyan Nagar,UberXLPerson6,"₹1,514.21",2023-10-22 18:58:49.357431,19:52
Kempegowda International Airport Bengaluru,Kalyan Nagar,Go SedanPerson4,₹758.96,2023-10-22 18:58:49.358432,19:50
"Marathahalli, Bengaluru, Karnataka",Kempegowda International Airport Bengaluru,Uber GoPerson4,"₹1,151.08",2023-10-22 18:59:14.947270,20:07
"Marathahalli, Bengaluru, Karnataka",Kempegowda International Airport Bengaluru,PremierPerson4,"₹1,402.04",2023-10-22 18:59:14.948269,20:09
"Marathahalli, Bengaluru, Karnataka",Kempegowda International Airport Bengaluru,UberXLPerson6,"₹2,257.50",2023-10-22 18:59:14.949273,20:11
"Marathahalli, Bengaluru, Karnataka",Kempegowda International Airport Bengaluru,Go Sedan 2Person4,"₹1,234.73",2023-10-22 18:59:14.949273,20:07
Koramangala,Kempegowda International Airport Bengaluru,Uber GoPerson4,"₹1,020.53",2023-10-22 18:59:43.527284,20:12
Koramangala,Kempegowda International Airport Bengaluru,PremierPerson4,"₹1,239.40",2023-10-22 18:59:43.528253,20:12
Koramangala,Kempegowda International Airport Bengaluru,UberXLPerson6,"₹2,106.30",2023-10-22 18:59:43.528253,20:14
Koramangala,Kempegowda International Airport Bengaluru,Go Sedan 2Person4,"₹1,093.48",2023-10-22 18:59:43.528253,20:12
Indiranagar,Kempegowda International Airport Bengaluru,Uber GoPerson4,₹848.93,2023-10-22 19:00:04.757522,20:00
Indiranagar,Kempegowda International Airport Bengaluru,PremierPerson4,"₹1,025.60",2023-10-22 19:00:04.757522,20:01
Indiranagar,Kempegowda International Airport Bengaluru,UberXLPerson6,"₹1,789.56",2023-10-22 19:00:04.758522,20:08
Indiranagar,Kempegowda International Airport Bengaluru,Go Sedan 2Person4,₹907.84,2023-10-22 19:00:04.758522,20:00
Yeshwantpur Bus Stand,Kempegowda International Airport Bengaluru,Uber GoPerson4,₹709.47,2023-10-22 19:00:26.912158,19:41
Yeshwantpur Bus Stand,Kempegowda International Airport Bengaluru,PremierPerson4,₹851.83,2023-10-22 19:00:26.912158,19:42
Yeshwantpur Bus Stand,Kempegowda International Airport Bengaluru,UberXLPerson6,"₹1,484.45",2023-10-22 19:00:26.912158,19:48
Yeshwantpur Bus Stand,Kempegowda International Airport Bengaluru,Go Sedan 2Person4,₹756.93,2023-10-22 19:00:26.913155,19:41
Yelahanka,Kempegowda International Airport Bengaluru,Uber GoPerson4,₹432.30,2023-10-22 19:00:48.241013,19:21
Yelahanka,Kempegowda International Airport Bengaluru,PremierPerson4,₹506.50,2023-10-22 19:00:48.241013,19:21
Yelahanka,Kempegowda International Airport Bengaluru,UberXLPerson6,₹874.62,2023-10-22 19:00:48.242012,19:24
Yelahanka,Kempegowda International Airport Bengaluru,Go Sedan 2Person4,₹457.02,2023-10-22 19:00:48.242012,19:21
Whitefield,Kempegowda International Airport Bengaluru,Uber GoPerson4,₹683.55,2023-10-22 19:01:10.546789,20:20
Whitefield,Kempegowda International Airport Bengaluru,PremierPerson4,₹847.95,2023-10-22 19:01:10.547789,20:22
Whitefield,Kempegowda International Airport Bengaluru,UberXLPerson6,"₹1,564.89",2023-10-22 19:01:10.547789,20:23
Whitefield,Kempegowda International Airport Bengaluru,Go Sedan 2Person4,₹738.36,2023-10-22 19:01:10.547789,20:20
Vajarahalli,Kempegowda International Airport Bengaluru,Uber GoPerson4,"₹1,682.56",2023-10-22 19:01:32.615270,20:44
Vajarahalli,Kempegowda International Airport Bengaluru,PremierPerson4,"₹2,016.45",2023-10-22 19:01:32.616269,20:47
Vajarahalli,Kempegowda International Airport Bengaluru,UberXLPerson6,"₹3,306.27",2023-10-22 19:01:32.616269,NA
Vajarahalli,Kempegowda International Airport Bengaluru,Go Sedan 2Person4,"₹1,793.85",2023-10-22 19:01:32.616269,20:44
Electronic City,Kempegowda International Airport Bengaluru,Uber GoPerson4,"₹1,218.00",2023-10-22 19:01:55.852318,20:39
Electronic City,Kempegowda International Airport Bengaluru,PremierPerson4,"₹1,469.94",2023-10-22 19:01:55.853318,20:41
Electronic City,Kempegowda International Airport Bengaluru,UberXLPerson6,"₹2,534.50",2023-10-22 19:01:55.853318,20:39
Electronic City,Kempegowda International Airport Bengaluru,Go Sedan 2Person4,"₹1,302.00",2023-10-22 19:01:55.854318,20:39
Nagarabhavi,Kempegowda International Airport Bengaluru,Uber GoPerson4,₹835.72,2023-10-22 19:02:18.165558,20:05
Nagarabhavi,Kempegowda International Airport Bengaluru,PremierPerson4,"₹1,009.14",2023-10-22 19:02:18.165558,20:06
Nagarabhavi,Kempegowda International Airport Bengaluru,UberXLPerson6,"₹1,761.48",2023-10-22 19:02:18.166558,20:08
Nagarabhavi,Kempegowda International Airport Bengaluru,Go Sedan 2Person4,₹893.54,2023-10-22 19:02:18.166558,20:05
Kalyan Nagar,Kempegowda International Airport Bengaluru,Uber GoPerson4,₹704.22,2023-10-22 19:02:40.391889,19:42
Kalyan Nagar,Kempegowda International Airport Bengaluru,PremierPerson4,₹845.31,2023-10-22 19:02:40.392856,19:42
Kalyan Nagar,Kempegowda International Airport Bengaluru,UberXLPerson6,"₹1,472.49",2023-10-22 19:02:40.392856,19:46
Kalyan Nagar,Kempegowda International Airport Bengaluru,Go Sedan 2Person4,₹751.24,2023-10-22 19:02:40.392856,19:42
Kempegowda International Airport Bengaluru,"Marathahalli, Bengaluru, Karnataka",UberGoPerson4,₹881.76,2023-10-22 19:18:05.778330,20:36
Kempegowda International Airport Bengaluru,"Marathahalli, Bengaluru, Karnataka",PremierPerson4,₹976.92,2023-10-22 19:18:05.778330,20:36
Kempegowda International Airport Bengaluru,"Marathahalli, Bengaluru, Karnataka",UberXLPerson6,"₹1,979.82",2023-10-22 19:18:05.779361,20:39
Kempegowda International Airport Bengaluru,"Marathahalli, Bengaluru, Karnataka",Go SedanPerson4,₹930.55,2023-10-22 19:18:05.779361,20:35
Kempegowda International Airport Bengaluru,Koramangala,UberGoPerson4,₹835.01,2023-10-22 19:18:25.080427,20:43
Kempegowda International Airport Bengaluru,Koramangala,PremierPerson4,₹922.28,2023-10-22 19:18:25.080427,20:42
Kempegowda International Airport Bengaluru,Koramangala,UberXLPerson6,"₹1,841.99",2023-10-22 19:18:25.080427,20:45
Kempegowda International Airport Bengaluru,Koramangala,Go SedanPerson4,₹879.77,2023-10-22 19:18:25.081428,20:42
Kempegowda International Airport Bengaluru,Indiranagar,UberGoPerson4,₹843.44,2023-10-22 19:18:43.687768,20:35
Kempegowda International Airport Bengaluru,Indiranagar,PremierPerson4,₹932.12,2023-10-22 19:18:43.687768,20:35
Kempegowda International Airport Bengaluru,Indiranagar,UberXLPerson6,"₹1,866.84",2023-10-22 19:18:43.688765,20:37
Kempegowda International Airport Bengaluru,Indiranagar,Go SedanPerson4,₹888.91,2023-10-22 19:18:43.688765,20:35
Kempegowda International Airport Bengaluru,Yeshwantpur Bus Stand,UberGoPerson4,₹745.17,2023-10-22 19:19:07.640697,20:15
Kempegowda International Airport Bengaluru,Yeshwantpur Bus Stand,PremierPerson4,₹817.27,2023-10-22 19:19:07.641696,20:14
Kempegowda International Airport Bengaluru,Yeshwantpur Bus Stand,UberXLPerson6,"₹1,577.13",2023-10-22 19:19:07.641696,20:18
Kempegowda International Airport Bengaluru,Yeshwantpur Bus Stand,Go SedanPerson4,₹782.14,2023-10-22 19:19:07.642696,20:14
Kempegowda International Airport Bengaluru,Yelahanka,UberGoPerson4,₹548.41,2023-10-22 19:19:25.839311,19:48
Kempegowda International Airport Bengaluru,Yelahanka,PremierPerson4,₹587.29,2023-10-22 19:19:25.840321,19:47
Kempegowda International Airport Bengaluru,Yelahanka,UberXLPerson6,₹997.06,2023-10-22 19:19:25.840321,19:50
Kempegowda International Airport Bengaluru,Yelahanka,Go SedanPerson4,₹568.36,2023-10-22 19:19:25.840321,19:47
Kempegowda International Airport Bengaluru,Whitefield,UberGoPerson4,₹678.66,2023-10-22 19:19:45.015597,20:41
Kempegowda International Airport Bengaluru,Whitefield,PremierPerson4,₹759.03,2023-10-22 19:19:45.015597,20:41
Kempegowda International Airport Bengaluru,Whitefield,UberXLPerson6,"₹1,606.05",2023-10-22 19:19:45.015597,20:44
Kempegowda International Airport Bengaluru,Whitefield,Go SedanPerson4,₹719.87,2023-10-22 19:19:45.016598,20:42
Kempegowda International Airport Bengaluru,Vajarahalli,UberGoPerson4,"₹1,127.97",2023-10-22 19:20:03.412948,20:58
Kempegowda International Airport Bengaluru,Vajarahalli,PremierPerson4,"₹1,254.05",2023-10-22 19:20:03.412948,20:58
Kempegowda International Airport Bengaluru,Vajarahalli,UberXLPerson6,"₹2,582.94",2023-10-22 19:20:03.412948,21:01
Kempegowda International Airport Bengaluru,Vajarahalli,Go SedanPerson4,"₹1,192.63",2023-10-22 19:20:03.413947,20:58
Kempegowda International Airport Bengaluru,Electronic City,UberGoPerson4,"₹1,044.96",2023-10-22 19:20:21.617564,21:08
Kempegowda International Airport Bengaluru,Electronic City,PremierPerson4,"₹1,157.04",2023-10-22 19:20:21.617564,21:07
Kempegowda International Airport Bengaluru,Electronic City,UberXLPerson6,"₹2,338.24",2023-10-22 19:20:21.617564,21:09
Kempegowda International Airport Bengaluru,Electronic City,Go SedanPerson4,"₹1,102.44",2023-10-22 19:20:21.618564,21:07
Kempegowda International Airport Bengaluru,Nagarabhavi,UberGoPerson4,₹823.83,2023-10-22 19:20:39.840616,20:28
Kempegowda International Airport Bengaluru,Nagarabhavi,PremierPerson4,₹909.21,2023-10-22 19:20:39.841617,20:28
Kempegowda International Airport Bengaluru,Nagarabhavi,UberXLPerson6,"₹1,809.04",2023-10-22 19:20:39.841617,20:30
Kempegowda International Airport Bengaluru,Nagarabhavi,Go SedanPerson4,₹867.62,2023-10-22 19:20:39.842616,20:27
Kempegowda International Airport Bengaluru,Kalyan Nagar,UberGoPerson4,₹723.82,2023-10-22 19:20:58.695865,20:14
Kempegowda International Airport Bengaluru,Kalyan Nagar,PremierPerson4,₹792.31,2023-10-22 19:20:58.695865,20:13
Kempegowda International Airport Bengaluru,Kalyan Nagar,UberXLPerson6,"₹1,514.21",2023-10-22 19:20:58.696865,20:16
Kempegowda International Airport Bengaluru,Kalyan Nagar,Go SedanPerson4,₹758.96,2023-10-22 19:20:58.696865,20:13
"Marathahalli, Bengaluru, Karnataka",Kempegowda International Airport Bengaluru,Uber GoPerson4,"₹1,151.08",2023-10-22 19:21:22.087575,20:27
"Marathahalli, Bengaluru, Karnataka",Kempegowda International Airport Bengaluru,PremierPerson4,"₹1,402.04",2023-10-22 19:21:22.087575,20:32
"Marathahalli, Bengaluru, Karnataka",Kempegowda International Airport Bengaluru,UberXLPerson6,"₹2,257.50",2023-10-22 19:21:22.088575,20:33
"Marathahalli, Bengaluru, Karnataka",Kempegowda International Airport Bengaluru,Go Sedan 2Person4,"₹1,234.73",2023-10-22 19:21:22.088575,20:29
Koramangala,Kempegowda International Airport Bengaluru,Uber GoPerson4,"₹1,020.53",2023-10-22 19:21:43.342872,20:34
Koramangala,Kempegowda International Airport Bengaluru,PremierPerson4,"₹1,239.40",2023-10-22 19:21:43.343871,20:35
Koramangala,Kempegowda International Airport Bengaluru,UberXLPerson6,"₹2,106.30",2023-10-22 19:21:43.343871,20:37
Koramangala,Kempegowda International Airport Bengaluru,Go Sedan 2Person4,"₹1,093.48",2023-10-22 19:21:43.344872,20:35
Indiranagar,Kempegowda International Airport Bengaluru,Uber GoPerson4,₹892.37,2023-10-22 19:22:04.110152,20:22
Indiranagar,Kempegowda International Airport Bengaluru,PremierPerson4,"₹1,079.71",2023-10-22 19:22:04.110152,20:24
Indiranagar,Kempegowda International Airport Bengaluru,UberXLPerson6,"₹1,889.84",2023-10-22 19:22:04.111153,20:28
Indiranagar,Kempegowda International Airport Bengaluru,Go Sedan 2Person4,₹954.82,2023-10-22 19:22:04.111153,20:22
Yeshwantpur Bus Stand,Kempegowda International Airport Bengaluru,Uber GoPerson4,₹708.95,2023-10-22 19:22:25.412386,20:02
Yeshwantpur Bus Stand,Kempegowda International Airport Bengaluru,PremierPerson4,₹851.21,2023-10-22 19:22:25.413385,20:02
Yeshwantpur Bus Stand,Kempegowda International Airport Bengaluru,UberXLPerson6,"₹1,483.27",2023-10-22 19:22:25.413385,20:10
Yeshwantpur Bus Stand,Kempegowda International Airport Bengaluru,Go Sedan 2Person4,₹756.37,2023-10-22 19:22:25.414385,20:02
Yelahanka,Kempegowda International Airport Bengaluru,Uber GoPerson4,₹432.30,2023-10-22 19:22:46.711370,19:43
Yelahanka,Kempegowda International Airport Bengaluru,PremierPerson4,₹506.50,2023-10-22 19:22:46.711370,19:42
Yelahanka,Kempegowda International Airport Bengaluru,UberXLPerson6,₹874.62,2023-10-22 19:22:46.711370,19:44
Yelahanka,Kempegowda International Airport Bengaluru,Go Sedan 2Person4,₹457.02,2023-10-22 19:22:46.712371,19:43
Whitefield,Kempegowda International Airport Bengaluru,Uber GoPerson4,₹681.19,2023-10-22 19:23:08.052930,20:41
Whitefield,Kempegowda International Airport Bengaluru,PremierPerson4,₹845.00,2023-10-22 19:23:08.053920,20:41
Whitefield,Kempegowda International Airport Bengaluru,UberXLPerson6,"₹1,559.40",2023-10-22 19:23:08.053920,20:49
Whitefield,Kempegowda International Airport Bengaluru,Go Sedan 2Person4,₹735.79,2023-10-22 19:23:08.054919,20:41
Vajarahalli,Kempegowda International Airport Bengaluru,Uber GoPerson4,"₹1,248.11",2023-10-22 19:23:29.273894,21:04
Vajarahalli,Kempegowda International Airport Bengaluru,PremierPerson4,"₹1,507.45",2023-10-22 19:23:29.273894,21:06
Vajarahalli,Kempegowda International Airport Bengaluru,UberXLPerson6,"₹2,510.20",2023-10-22 19:23:29.274895,21:10
Vajarahalli,Kempegowda International Airport Bengaluru,Go Sedan 2Person4,"₹1,334.56",2023-10-22 19:23:29.274895,21:04
Electronic City,Kempegowda International Airport Bengaluru,Uber GoPerson4,"₹1,220.47",2023-10-22 19:23:50.920141,21:01
Electronic City,Kempegowda International Airport Bengaluru,PremierPerson4,"₹1,473.01",2023-10-22 19:23:50.920141,21:01
Electronic City,Kempegowda International Airport Bengaluru,UberXLPerson6,"₹2,540.14",2023-10-22 19:23:50.921178,20:59
Electronic City,Kempegowda International Airport Bengaluru,Go Sedan 2Person4,"₹1,304.66",2023-10-22 19:23:50.921178,21:02
Nagarabhavi,Kempegowda International Airport Bengaluru,Uber GoPerson4,₹835.72,2023-10-22 19:24:12.094591,20:24
Nagarabhavi,Kempegowda International Airport Bengaluru,PremierPerson4,"₹1,009.14",2023-10-22 19:24:12.094591,20:25
Nagarabhavi,Kempegowda International Airport Bengaluru,UberXLPerson6,"₹1,761.48",2023-10-22 19:24:12.095591,20:27
Nagarabhavi,Kempegowda International Airport Bengaluru,Go Sedan 2Person4,₹893.54,2023-10-22 19:24:12.095591,20:23
Kalyan Nagar,Kempegowda International Airport Bengaluru,Uber GoPerson4,₹704.22,2023-10-22 19:24:33.251852,20:04
Kalyan Nagar,Kempegowda International Airport Bengaluru,PremierPerson4,₹845.31,2023-10-22 19:24:33.251852,20:05
Kalyan Nagar,Kempegowda International Airport Bengaluru,UberXLPerson6,"₹1,472.49",2023-10-22 19:24:33.252851,20:07
Kalyan Nagar,Kempegowda International Airport Bengaluru,Go Sedan 2Person4,₹751.24,2023-10-22 19:24:33.252851,20:04
Kempegowda International Airport Bengaluru,"Marathahalli, Bengaluru, Karnataka",UberGoPerson4,₹944.38,2023-10-22 19:39:56.693641,20:57
Kempegowda International Airport Bengaluru,"Marathahalli, Bengaluru, Karnataka",PremierPerson4,"₹1,050.12",2023-10-22 19:39:56.693641,20:55
Kempegowda International Airport Bengaluru,"Marathahalli, Bengaluru, Karnataka",UberXLPerson6,"₹2,164.46",2023-10-22 19:39:56.694641,20:58
Kempegowda International Airport Bengaluru,"Marathahalli, Bengaluru, Karnataka",Go SedanPerson4,₹998.61,2023-10-22 19:39:56.695642,20:55
Kempegowda International Airport Bengaluru,Koramangala,UberGoPerson4,₹835.01,2023-10-22 19:40:18.066314,21:02
Kempegowda International Airport Bengaluru,Koramangala,PremierPerson4,₹922.28,2023-10-22 19:40:18.066314,21:00
Kempegowda International Airport Bengaluru,Koramangala,UberXLPerson6,"₹1,841.99",2023-10-22 19:40:18.066314,21:04
Kempegowda International Airport Bengaluru,Koramangala,Go SedanPerson4,₹879.77,2023-10-22 19:40:18.067853,21:00
Kempegowda International Airport Bengaluru,Indiranagar,UberGoPerson4,₹790.90,2023-10-22 19:40:37.974030,20:51
Kempegowda International Airport Bengaluru,Indiranagar,PremierPerson4,₹870.71,2023-10-22 19:40:37.975420,20:50
Kempegowda International Airport Bengaluru,Indiranagar,UberXLPerson6,"₹1,711.97",2023-10-22 19:40:37.975420,20:53
Kempegowda International Airport Bengaluru,Indiranagar,Go SedanPerson4,₹831.83,2023-10-22 19:40:37.976476,20:49
Kempegowda International Airport Bengaluru,Yeshwantpur Bus Stand,UberGoPerson4,₹745.17,2023-10-22 19:40:57.819159,20:33
Kempegowda International Airport Bengaluru,Yeshwantpur Bus Stand,PremierPerson4,₹817.27,2023-10-22 19:40:57.820157,20:32
Kempegowda International Airport Bengaluru,Yeshwantpur Bus Stand,UberXLPerson6,"₹1,577.13",2023-10-22 19:40:57.820157,20:35
Kempegowda International Airport Bengaluru,Yeshwantpur Bus Stand,Go SedanPerson4,₹782.14,2023-10-22 19:40:57.821156,20:31
Kempegowda International Airport Bengaluru,Yelahanka,UberGoPerson4,₹548.41,2023-10-22 19:41:18.349269,20:08
Kempegowda International Airport Bengaluru,Yelahanka,PremierPerson4,₹587.29,2023-10-22 19:41:18.350450,20:07
Kempegowda International Airport Bengaluru,Yelahanka,UberXLPerson6,₹997.06,2023-10-22 19:41:18.350450,20:11
Kempegowda International Airport Bengaluru,Yelahanka,Go SedanPerson4,₹568.36,2023-10-22 19:41:18.350450,20:06
Kempegowda International Airport Bengaluru,Whitefield,UberGoPerson4,₹678.66,2023-10-22 19:41:37.430230,20:59
Kempegowda International Airport Bengaluru,Whitefield,PremierPerson4,₹759.03,2023-10-22 19:41:37.431224,20:58
Kempegowda International Airport Bengaluru,Whitefield,UberXLPerson6,"₹1,606.05",2023-10-22 19:41:37.431224,21:01
Kempegowda International Airport Bengaluru,Whitefield,Go SedanPerson4,₹719.87,2023-10-22 19:41:37.432224,20:57
Kempegowda International Airport Bengaluru,Vajarahalli,UberGoPerson4,"₹1,126.66",2023-10-22 19:41:57.608283,21:22
Kempegowda International Airport Bengaluru,Vajarahalli,PremierPerson4,"₹1,252.53",2023-10-22 19:41:57.609283,21:21
Kempegowda International Airport Bengaluru,Vajarahalli,UberXLPerson6,"₹2,579.10",2023-10-22 19:41:57.609283,21:24
Kempegowda International Airport Bengaluru,Vajarahalli,Go SedanPerson4,"₹1,191.21",2023-10-22 19:41:57.609283,21:21
Kempegowda International Airport Bengaluru,Electronic City,UberGoPerson4,"₹1,044.96",2023-10-22 19:42:16.677340,21:28
Kempegowda International Airport Bengaluru,Electronic City,PremierPerson4,"₹1,157.04",2023-10-22 19:42:16.677340,21:27
Kempegowda International Airport Bengaluru,Electronic City,UberXLPerson6,"₹2,338.24",2023-10-22 19:42:16.678336,21:30
Kempegowda International Airport Bengaluru,Electronic City,Go SedanPerson4,"₹1,102.44",2023-10-22 19:42:16.678336,21:27
Kempegowda International Airport Bengaluru,Nagarabhavi,UberGoPerson4,₹739.54,2023-10-22 19:42:36.261210,20:46
Kempegowda International Airport Bengaluru,Nagarabhavi,PremierPerson4,₹810.69,2023-10-22 19:42:36.261210,20:46
Kempegowda International Airport Bengaluru,Nagarabhavi,UberXLPerson6,"₹1,560.56",2023-10-22 19:42:36.262178,20:48
Kempegowda International Airport Bengaluru,Nagarabhavi,Go SedanPerson4,₹776.03,2023-10-22 19:42:36.262178,20:45
Kempegowda International Airport Bengaluru,Kalyan Nagar,UberGoPerson4,₹558.72,2023-10-22 19:42:56.048436,20:38
Kempegowda International Airport Bengaluru,Kalyan Nagar,PremierPerson4,₹618.85,2023-10-22 19:42:56.048436,20:37
Kempegowda International Airport Bengaluru,Kalyan Nagar,UberXLPerson6,"₹1,252.50",2023-10-22 19:42:56.049444,20:39
Kempegowda International Airport Bengaluru,Kalyan Nagar,Go SedanPerson4,₹589.56,2023-10-22 19:42:56.049444,20:38
"Marathahalli, Bengaluru, Karnataka",Kempegowda International Airport Bengaluru,Uber GoPerson4,₹994.06,2023-10-22 19:43:24.124301,20:48
"Marathahalli, Bengaluru, Karnataka",Kempegowda International Airport Bengaluru,PremierPerson4,"₹1,206.42",2023-10-22 19:43:24.125271,20:50
"Marathahalli, Bengaluru, Karnataka",Kempegowda International Airport Bengaluru,UberXLPerson6,"₹2,108.27",2023-10-22 19:43:24.125271,20:53
"Marathahalli, Bengaluru, Karnataka",Kempegowda International Airport Bengaluru,Go Sedan 2Person4,"₹1,064.85",2023-10-22 19:43:24.126270,20:49
Koramangala,Kempegowda International Airport Bengaluru,Uber GoPerson4,₹878.78,2023-10-22 19:43:46.100495,20:53
Koramangala,Kempegowda International Airport Bengaluru,PremierPerson4,"₹1,062.78",2023-10-22 19:43:46.101504,20:54
Koramangala,Kempegowda International Airport Bengaluru,UberXLPerson6,"₹1,858.12",2023-10-22 19:43:46.101504,20:57
Koramangala,Kempegowda International Airport Bengaluru,Go Sedan 2Person4,₹940.10,2023-10-22 19:43:46.102515,20:54
Indiranagar,Kempegowda International Airport Bengaluru,Uber GoPerson4,₹892.37,2023-10-22 19:44:07.909396,20:44
Indiranagar,Kempegowda International Airport Bengaluru,Go Sedan 2Person4,₹954.82,2023-10-22 19:44:07.909396,20:44
Indiranagar,Kempegowda International Airport Bengaluru,PremierPerson4,"₹1,079.71",2023-10-22 19:44:07.909396,20:46
Indiranagar,Kempegowda International Airport Bengaluru,UberXLPerson6,"₹1,889.84",2023-10-22 19:44:07.910398,20:52
Yeshwantpur Bus Stand,Kempegowda International Airport Bengaluru,Uber GoPerson4,₹710.48,2023-10-22 19:44:30.281783,20:24
Yeshwantpur Bus Stand,Kempegowda International Airport Bengaluru,PremierPerson4,₹853.11,2023-10-22 19:44:30.282781,20:24
Yeshwantpur Bus Stand,Kempegowda International Airport Bengaluru,UberXLPerson6,"₹1,486.83",2023-10-22 19:44:30.282781,20:29
Yeshwantpur Bus Stand,Kempegowda International Airport Bengaluru,Go Sedan 2Person4,₹758.02,2023-10-22 19:44:30.282781,20:24
Yelahanka,Kempegowda International Airport Bengaluru,Uber GoPerson4,₹432.30,2023-10-22 19:44:52.114027,20:04
Yelahanka,Kempegowda International Airport Bengaluru,PremierPerson4,₹506.50,2023-10-22 19:44:52.114027,20:04
Yelahanka,Kempegowda International Airport Bengaluru,UberXLPerson6,₹874.62,2023-10-22 19:44:52.115028,20:09
Yelahanka,Kempegowda International Airport Bengaluru,Go Sedan 2Person4,₹457.02,2023-10-22 19:44:52.115028,20:05
